sentence,label
Meghan Markle Denounces 'Dehumanizing' Tabloid Tactics After Court Victory,No
Lava Gushes From Philippine Volcano As Ash Spreads To Manila,No
"From Sydney To San Francisco, Millions Are Striking For Global Climate Action",No
Joe Biden Declares 'Mandate' As He Inches Toward 2020 Election Victory,No
9 Dermatologist-Approved Moisturizers For Acne-Prone Skin,No
"The way... with me...
The way... with me...
I gotta get to you... how far...
I gotta get to you... you are...
I gotta get to you...
It's not like me to fall at first sight
I'm only telling the truth.
It took a little while to realise
I was falling for you!
Cause all I see is your face
You really blow me away
With all that you do
And if I see u again,
I'll take u into my hands
I'm calling out say:
Take my heart, I'll let u lead the way
I gotta get to you
Stars are lost without u here with me
I gotta get to you...
No matter how far...
I gotta get to you
Wherever you are...
I gotta get to you
I wake up to the break of sunlight
You're all in my head
It's like u put a hole in my mind
But we haven't met
Now all I see is your face
You really blow me away
I got to have you
And if I see u again,
I'll take u into my hands
I'm calling out say...
Take my heart, I'll let u lead the way
I gotta get to you
Stars are lost without u here with me
I gotta get to you...
No matter how far...
I gotta get to you
Wherever you are...
I gotta get to you
Take me now, now I'm waiting
Look at me anticipating
Look at me I'm falling for you... [x2]
Now or never, forever,
Take you to another level,
I wanna be with you
Now or never, forever,
Take you to another level
Come on, I'm waiting for you!
Take my heart, I'll let u lead the way
I gotta get to you
Stars are lost without u here with me
I gotta get to you...
No matter how far...
I gotta get to you
Wherever you are...
I gotta get to you
Take my heart, I'll let u lead the way
I gotta get to you
Stars are lost without u here with me
I gotta get to you...
No matter how far...
I gotta get to you
Wherever you are...
I gotta get to you!",Yes
"There she is I'm sure I seen her
Pushing in the queue to get to the front
Join the ladies in my dream
I know that nothing hurts you babe
In my balance in a way
Chorus
Come and take a ride on my omnibus
We could take you right to the terminus
Dont forget your ticket if you want to ride
(catching a ride)
If you want to go inside
Just a dud their hansom falter (? )
Harem on a bus flies over the top
...jeans
Lock up your daughters
Just too late to save the day
Ring my bell and turn away
Chorus
Sweet silver meadows
Protect us from the rain
Please never break
Take us to the stars again
Hear the ways for every where
See my sleighs win the air
Save the girls upstairs for later
Now you wonder if I can manage them all
Wrap them up in christmas paper
Tell them they don't have to pay
Ring my bell and turn away
Chorus
Omnibus ride
Omnibus ride",Yes
"Other guys try to hold her hand
Other guys want a one night stand
They all stare when she's around
I'm so proud how she puts them down
She don't let nobody, no, no
She don't let nobody
Nobody but me
I don't worry 'cause we're so tight
See each other 'most every night
She let me have the master key
That's why I kiss her explicitly
She don't let nobody, no, no
She don't let nobody
Nobody but me
Some dudes, they think she's teasing
They think she wants to play
But she's so doggone pleasing
And hey, that's just her way
And no one's gonna steal her
She does what she wants to
She only lets me feel her
And then I know it's true
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody
Nobody but me
In a day and age when you can't be sure
I've got one with a love that's pure
Guess you'd call her my lucky star
She goes out, but she don't go far
She don't let nobody, no, no
She don't let nobody
Nobody but me
Some dudes, they think she's teasing
They think she wants to play
But she's so doggone pleasing
And hey, that's just her way
And no one's gonna steal her
She does what she wants to
She only lets me feel her
And then I know it's true
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody, no, no
She don't let nobody
Nobody but me",Yes
Justice Department Secretly Subpoenaed Don McGahn’s Records: AP Source,No
"A Giant Alligator Breaks Into A Florida Home, And The Photos Are Nightmarish",No
"Now, I say I love you
More and more and more
Without a smile
Though I feel I need you
More and more a score
After a while
Woe, like drowning in sorrow
So high, so far, bizarre
Aloft in the sky
Sweet feelings will find you
Hold on just for now
I won't let us die
Now, I rally against you
Lying sick inside
Alone on your side
Sweet feeling escaped you
Hold on to your high
Just one more time",Yes
Russian Missiles Hit Near Lviv Airport As Strikes Continue,No
"oh my Tesco girl
pretty foreign you are to me
would you like to know yet more
about our fate or the ONT
how is your life ?
(is it) run away with me tonight
the crops may fail but you'd always be true
(I know) a beautiful Tesco girl
are you happy now ?
with all the things that I never gave to you
is it all just a come and go ?
and a lost Tesco girl
farewell (my) Tesco girl
for I will never see you again
another dream brings another face
and I will never know you",Yes
"It's a beautiful day and the world is bright
'cause you took me away from the longest night
What can I do but give all I have to you
It's a beautiful day and the page has turned
Deep in my soul now your fire burns
What can I do, I'll give it all up for you
You give me everything
Give me hope within
You're the song I sing
You give me everything
Give me hope to win
You're the song I sing
It's a beautiful day and we're running proud
And we'll run to the line
Hear the witness cloud
I know it's true
We're gonna fly
We're gonna dance
On that glorious day with you",Yes
"I've known for a long time the kind of girl you are
And a smile that covers teardrops the way your head yields to your heart
Of things you've kept inside that most girls couldn't bear
Well I've known you for a long time but I've just begun to care
Yes I've known of all the heartaches and I've known of all the pain
I've seen you when the sun shines and I've seen you when it rains
I've seen you make a look of love from just an icy stare
Well I've known you for a long time but I've just begun to care
I know I've been blind
To not have loved you all this time
To not have loved you all this time
But the image of you wasn't clear
I guess I've been standing too near
It's taken me a while but I have finally found
What you are to me and that's what really counts
And what you are to me is something we can share
Well I've known you for a long time but I've just begun to care
Yes I've known you for a long time but I've just begun to care",Yes
China Halts Transportation Out Of Wuhan To Stop Spread Of Coronavirus,No
"Crab man
I'm talkin' about devil crabs
1'm talkin' about devil crabs
I'm talkin' about de food I sells
She crab, she crab.
Porgy
On yo' way, brother.
Crab man
Devil crab!
Maria
Hey, crab man!
Crab man
I'm talkin' about de food I sells
When I done talkin' about de food I sells
Talkin' about devil crab.
(maria picks crab, counts out money, pays crab mon,
Who then leaves.)
Now i's talkin' about yo' pocketbook
I'm talkin' about devil crabs, she crab, she crab,
Devil crab, I'm talkin' about de food I sells.
(bell chimes five times. - looks at porgy)",Yes
"I have lived a life of sin, in this world I'm living in
I have done forbidden things I shouldn't do
I ask a beggar along the way if he could tell me where to stay
Where I could find real happiness and love that's true
Across the bridge there's no more sorrow
Across the bridge there's no more pain
The sun will shine across the river
And you'll never be unhappy again
Follow the footsteps of the King, till you hear the voices ring
They'll be singing out the glory of the land
The river Jordan will be new,and the sound of trumpet you will hear
And you'll behold the most precious place never known to man
Across the bridge there's no more sorrow...
Across the bridge there's no more sorrow...",Yes
Sebastian Stan Shades Musk With Why He Doesn't Want To Go To Space Anymore,No
"6 Missing College Students In Mexico Were Held In Warehouse, Killed By Army",No
"What happened to all the great leaders
The ideals that they believed
They have all died and perished
With ideas that they conceived
What happened to the great war hero
The cause for what he fought
His medals were tarnished in Vietnam
His honour we forgot
No one to follow
No one to lead the way
No one to follow
Nothing is here to stay
What happened to trust and faith
For all the good they do
Corrupt church and child abuse
Have both obscured our view
Inconclusive
So illusive
In confusion
disolutioned
No one to follow
Nothing is here to stay
What happened to the laws of the land
Justice for all
Corner stones are broken
Civilization will fall
Inconclusive
So illusive
In confusion
disolutioned
No one to follow
No one to follow
No one to follow
No one to lead the way
No one to follow
Nothing is here to stay",Yes
"Mauree Turner Wins, Will Be First Muslim Lawmaker In Oklahoma",No
"Things were much better back then when I was abroad
I had no trouble find in her friend when I was her bro
I'd wonder for miles and miles
And every face gave me a smile
From a grand cooly damn to the Nile when I was abroad
Mhmm
Well I never had trouble with love when I was abroad
Though it seem to fall from above when I was abroad
And no matter when we were engaged
And soon enough everything changed
I was held back and kept in caged from being abroad
When I was abroad I saw
Everything there was to see
Since I've been home with you,
Well I just don't feel like me,
My days just seem to hang low
When every day used to be stand
So I'm telling my wife that I miss my old life
And I'm working on change it back",Yes
GOP Refuses To Follow New Capitol Safety Rules In Aftermath Of Riot,No
Rep. Madison Cawthorn Was Stopped Trying To Bring Gun On Plane In February,No
"I went from a hardtop to a convertible like Imma transformer,
I went from a hardtop to a convertible like Imma transformer,
I went from a hardtop to a convertible like Imma transformer,
Like Imma transformer, like Imma transformer,
Smoke grey enzo looking like a shadow,
550 Benzo you ain't on my level.
Shawty gotta body cone shaped like a bottle,
Magazine star datin' nothing but the models,
I went from a hardtop to a convertible like Imma transformer, (You bastards, bastards)
I went from a hardtop to a convertible like Imma transformer,
I went from a hardtop to a convertible like Imma transformer,
Like Imma transformer, like Imma transformer,
Smoke grey enzo looking like a shadow,
550 Benzo you ain't on my level.
Shawty gotta body cone shaped like a bottle,
Magazine star datin' nothing but the models,
Money piling up you would think I won the Lotto,
Cash rule everything around me that's my motto,
All black Rolex you had never seen, no,
Countin' big chips you can call me a casino,
Hey you, shawty what it do,
Whip so sick you can call it bird flu,
Got the top back hair blowing in the air,
Imma 'bout to kill it this year,
Cuz I went from a hardtop to a convertible like Imma transformer,
I went from a,
hardtop to a convertible like Imma transformer,
I went from a,
hardtop to a convertible like Imma transformer,
I went from a,
Like Imma transformer, like Imma transformer,
Point blank I'm the best in general,
You know I ball and I ain't talkin' bout genitals,
Imma shark you can't catch me with no fishing pole,
In the dark you can see me cuz my whistle glow,
Get some stripes lil' mama make my whistle blow,
Don't need no mistletoe, but you can kiss it though,
But baby drop it low and make it shake for me,
Call me Federal Reserve cuz I make money,
And then I waste money,
My chain so sunny,
I got them carrots so I share it with them snow bunnies,
Yo money is only bout yay high,
I got that ching ching money like Shanghai,
Yea Imma fool wit it,
Know what to do wit it,
Who you know got a private jet with the windows tinted,
Overseas cash,
Get overseas ass,
got it on lock like I`m dreading with some beeswax,
Hey you shawty what it do,
Whip so sick you can call it bird flu,
Got the top back hair blowing in the air,
Imma 'bout to kill it this year,
Cuz I went from a, hardtop to a convertible like Imma transformer
I went from a,
hardtop to a convertible like Imma transformer, (Whoa)
I went from a,
hardtop to a convertible like Imma transformer,
I went from a,
Like Imma transformer, like Imma transformer, (Yeah)
Hey lil' mama pretty thang over there,
Put my CD on and let it bang through ya ear,
You know I`m the best,
Watch me do my step,
And Imma let you do the rest,
Cuz I got dimes on me,
And I ain't talking 'bout no weed,
I mean fine shawtys,
And they running with CB yeah.",Yes
"Sunshine slipping through your fingers
I have not seen nothing
I don't like this feeling
I think I better fly
I, I get by on you
I get by on you
I get high on you
Do you find it hard to face it
Or do you just erase it
Tell me how it feels now
What do you got to say
I, I get by on you
I get by on you
I get high on you
I, I get by on you
I get by on you
I get high on you",Yes
Adam Sandler Pops Up In Pete Davidson's 'SNL' Rap About Going Quarantine Crazy,No
Wildlife Photographer Of The Year’s Winning Photo Is A Valentine’s Day Treat,No
"There is yet another one
That follows me where ever I go
And supports me
This tooth is warmth like
This tooth is warmth like
This tooth is warmth like
And these teeth are a ladder up to his mouth
These teeth are a ladder that I walk
That you can walk too if you want
If you want up to the mouth
The mouth's cradle
Up to the mouth's cradle
He always has a hope for me
Always sees me when nothin' else
And everyone have left can care
That ghost is brighter than anyone
And fulfills me with hope, those beams assure me
And you can use these teeth as a ladder
Up to the mouth's cradle, the mouth's cradle
And you can follow these notes I'm singing
Up to the mouth's cradle, the mouth's cradle
The simplicity of the ghost-like beast
The purity of what it wants and where it goes
Always love, always loves you, always loves you
Infrared love
And you can use these teeth as a ladder
Up to the mouth's cradle, the mouth's cradle
You can use these teeth follow my voice, tooth by tooth
Up to the mouth's cradle, the mouth's cradle
I need a shelter to build an altar away
From all osamas and bushes
I need a shelter to build an altar away
From all osamas and bushes",Yes
Chrissy Teigen Is Totally Unfazed By Troll Calling Out Her 'Chefs And Nannies',No
"[Hook: Jazze Pha]
Pulled up in the drop with a bad bitch
Actin' like a nigga never had shit
Pocket full of cash bitch, I'm rich
'Cause I'm a savage
Treat a bad bitch like she average
All up in her face with a bad bitch
See a new chick, try to bag it
'Cause I'm a savage
[Verse 1: E-40]
I was born with a rusty spoon
Now I'm a tycoon
I've been drinkin' all afternoon
Ain't finna stop, no time soon
Bad bitches matter
She want me to scoop her up like a spatula
She wanna get attached like an adapter
She think I'm a trash compactor, she want me to smash her
I'm a savage about my cabbage
All my life I been mannish
Establish practice what I preach
A barbarian, I'm a beast
Know how to maneuver in these streets
How to wiggle, get to the Gouda
Straight shooter
I'm super solid from the rooter to the tooter
Cali-foo-ya'll do ya
Don't let the palm trees fool you
They play with street instruments
And they'll bring the noise like a tuba
Pushin' the mainey life, travel the planet
Hard made the granite
Tax a bitch like a W9
Bitch I'm a savage
[Hook: Jazze Pha]
Pulled up in the drop with a bad bitch
Actin' like a nigga never had shit
Pocket full of cash bitch, I'm rich
'Cause I'm a savage
Treat a bad bitch like she average
All up in her face with a bad bitch
See a new chick, try to bag it
'Cause I'm a savage
[Verse 2: Jazze Pha]
Y'all motherfuckers really need to hol' up
Phizzle got the hoes like controlla
Open my pockets, they swole up
Everywhere we go motherfuckers know us
Bitch you don't know nobody like me
I know your boyfriend wanna fight me
But you droppin' that ass on my IG
In the club, makin' movie like Spike Lee
Pull out with a Carlo
Nigga lookin' like, ""Who did it?""
At the telly with the door closed
From the back like, ""Who's is it?""
[Hook: Jazze Pha]
Pulled up in the drop with a bad bitch
Actin' like a nigga never had shit
Pocket full of cash bitch, I'm rich
'Cause I'm a savage
Treat a bad bitch like she average
All up in her face with a bad bitch
See a new chick, try to bag it
'Cause I'm a savage
[Verse 3: B-Legit]
If I'ma do it, I'ma run through it by tonight
Yellow bitch super thick in that all white
Ass so fat, need a lap dance
Maybe later on I'ma give her pipe
I'm the type to get it in the ladies room
Bathroom stall by the toilet paper
And she can make it to the green room
It's goin' down in the elevator
Trust me, touch me, she fuck with B-Le
Work the day shift, she tuck my heater
Savage 'bout mine, we smoke the ether
Put her in a Uber, I don't trust her either
Pull up in a drop with a rocket on
B-Lit smokin' jello outta loud bag
If she ever out of pocket homie
They ain't just somethin' you can pimp past
[Hook: Jazze Pha]
Pulled up in the drop with a bad bitch
Actin' like a nigga never had shit
Pocket full of cash bitch, I'm rich
'Cause I'm a savage
Treat a bad bitch like she average
All up in her face with a bad bitch
See a new chick, drop the baggage
'Cause I'm a savage
Pulled up in the drop with a bad bitch
Actin' like a nigga never had shit
Pocket full of cash bitch, I'm rich
'Cause I'm a savage
Treat a bad bitch like she average
All up in her face with a bad bitch
See a new chick, try to bag it
'Cause I'm a savage
'Cause I'm a savage
'Cause I'm a savage",Yes
"Welcome friends to Janice's party
The kind that others have tried
Smoking is permitted inside
We have faith in Janice's party
My friends who cannot sing
I can hear the doorbell ring
Well, I came this far
Now I know that I won't sleep well tonight
Drunk out of my mind
Janice's party's alright, alright
Here's a chip, a vodka martini
Someone call me a car
I'll be underneath the bar
Well, I came this far
Now I know that I won't sleep well tonight
Drunk out of my mind
Janice's party's alright, alright
Well, I came this far
Now I know that I won't sleep well tonight
Drunk out of my mind
Janice's party's alright, alright, alright",Yes
Lea Michele Pays Tribute To Cory Monteith 8 Years After His Death,No
"when I oh yeah first
met you I never thought
that you ooo would be my
first love but now I know
that I am ooh
Chours
Crazy In love with you
Crazy about the things you do
Crazy about the way you and talk to
me but most of all oh I'm Crazy about
you.
Now boy I wanna go alit
bit further take to the next
level cause I feel that I wanna
be with you the rest of my life
yeahhhh
Chours
Crazy In love with you
Crazy about the things you do
Crazy about the way you and talk to
me but most of all oh I'm Crazy about
you.
2nd Chours
Crazy about you
Crazy about the way that you move
Crazy about the way you talk and say
those sweet sweet words to me but boy
most of all I'm Crazy about You....... yeahhh
crazy crazy
Crazy In Love With You.",Yes
Death Row Inmate Found Dead In Cell After Execution Halted Twice,No
Critics Mock Trump For Choking On 'Totalitarianism' In Mount Rushmore Diatribe,No
"Duet with Porter Wagoner
Writer Tom T. Hall
Copyright 1967
The first strange town I was ever in the county was hangin' a man
And nobody cared if he lived or he died and I just didn't understand
So I washed my face in the morning dew bathed my soul in the sun
Washed my face in the morning dew and kept on moving along
The second strange town I was in they were laughing at a poor crippled man
Begging for nickels and dimes on the street and I just didn't understand
So I washed my face...
The third strange town that I was in was settled peaceful and nice
The rich got richer and the poor got poorer and to me it didn't seem right
So I washed my face...
Now someday times are bound to change it can't be very far
And each injustice that I have seen will come before the bar
Then I'll wash my face in the morning dew bathe my soul in the sun
Wash my face in the morning dew and my journey will be done",Yes
"For Parkland Seniors, High School Years Bookended By Tragedy",No
Pebbles The Toy Fox Terrier Fetches 'Oldest Living Dog' Title In Tiny Canine Showdown,No
"Written by gram parsons
Main voice: peter
Produced by continental drifters
Released on 'continental drifters' (1995)
Oh my land is like a wild goose
It wanders all around everywhere
Trembles and it shakes 'til every tree is loose
Rolls the meadows and it rolls the nails.
So take me down to your dance floor
I won't mind the people when they stare
Paint a different color on your front door
And tomorrow we may still be there.
Now jesus built a ship to sing a song to
It rolls the rivers and it rolls the tide
Some of our friends don't know who they belong to
Some can't get a single thing to work inside.
So take me down to your dance floor
I won't mind the people when they stare
Paint a different color on your front door
And tomorrow we may still be there.
I love you everyday, now I'm leavin'
I can see the sorrow in your eyes
I hope you know a lot more than you're believin'
Just so the sun don't hurt you when you cry.
Oh, so take me down to your dance floor
I won't mind the people when they stare
Paint a different color on your front door
And tomorrow we may still be there (still be there).
We may still be there (still be there)
Oh, we may still be there (still be there)
And tomorrow we may still be there.",Yes
"A white moon appears
Like a hole in the sky,
The mangroves go quiet.
In la Brisa de la Palma
A teenage Rasputin
Takes the sting from a gin,
When a woman learns to walk
She's not dependent anymore
A line front her letter May twenty-four
And out on the bay
The current is strong
A boat can go lost.
But I didn't know someone
Could be so lonesome
Didn't know a heart
Could be tied up
And held for ransom.
Until you take your shoes
And go outside, stride over stride.
Walk to that tide because
The door is open wide.
Turned the fan off
And went for a walk
By the lights down on Shield Street.
The birds in the trees
Open their wings
He goes home again.
He dreams resistance,
They talk commitment,
Things change over long distance.
Took the shirt off his back
The eyes from his head
And left him for dead.
But I didn't know someone
Could be so lonesome
Didn't know a heart
Could be tied up
And held for ransom.
Until you take your shoes
And go outside, stride over stride,
Walk to that tide because
The door is open wide.
Little lies, they'll take your pride.
Until you take your shoes
And go outside, stride over stride,
Walk to that tide because
The door is open wide.
Stride over stride
Walk to that tide.
Bye bye pride.
Because the door is open wide.
The door is always open wide.
The door is always open wide.",Yes
Jeremy Hunt Labels Boris Johnson A 'Coward' For Dodging TV Debate,No
"Listen all you chillunto that voodoo moan,
There's a modern villunworser than that old boogie woogie,
When that goofy critterspot your fancy clothes,
He injects a jitter,
Starts you dancing on a thousand toes,
There he goes.
Who's that hiding in the tree top?
It's that rascal The Jitterbug,
Should you catch him buzzing 'round you,
Keep away from The Jitterbug.
Oh! The bees in the breeze and the bast in the trees have a terrible, horrible
buzz,
But the bees in the breeze and the bats in the trees couldn't do what The
Jitterbug does;
So be careful of that rascal,
Keep away from The Jitterbug, The Jitterbug.
Who's that hiding in the tree top?
It's that rascal The Jitterbug,
Should you catch him buzzing 'round you,
Keep away from The Jitterbug.
Oh! The bees in the breeze and the bast in the trees have a terrible, horrible
buzz,
But the bees in the breeze and the bats in the trees couldn't do what The
Jitterbug does;
So be careful of that rascal,
Keep away from The Jitterbug, The Jitterbug.
Oh! The Jitter, Oh! The Bug,Oh!
The Jitterbug, Bugabug, bugabug, bugaboo.
In a twitter, in the throes,
Oh the critter's
Got me dancing on a thousand toes,
Thar' she blows
Who's that hiding in the tree top?
It's that rascal The Jitterbug,
Should you catch him buzzing 'round you,
Keep away from The Jitterbug.
Oh! The bees in the breeze and the bast in the trees have a terrible, horrible
buzz,
But the bees in the breeze and the bats in the trees couldn't do what The
Jitterbug does;
So be careful of that rascal,
Keep away from The Jitterbug, The Jitterbug.",Yes
Dubious Coronavirus Experts Run Amok In Pro-Trump Media,No
Hurricane Dorian Strengthens To Category 4 Storm,No
"I remember the smile on her face
When I put you on her finger
I felt the love in her sweet embrace
And all the happiness you brought her
I still see it all in my mind
The way she loved me all the time
Ring, ring, you ain't nothin' but a thing
Yesterday we used to hold her
Little band of gold with a little blue stone
I'm sure gonna miss the hand that you were on
She'd wear you when we were together
She'd wear you when I was gone
'Cause we believed in love forever
But I guess we were wrong
Now she's found somebody new
She doesn't care about me or you
Ring, ring, you ain't nothin' but a thing
Yesterday we used to hold her
Little band of gold with a little blue stone
I'm sure gonna miss the hand that you were on
Wish, I could put it all behind
But I can't keep her off my mind
Oh, oh what can I do?
Ring, ring, you ain't nothin' but a thing
Yesterday we used to hold her
Little band of gold with a little blue stone
I'm sure gonna miss the hand that you were on
Little band of gold with a little blue stone, oh",Yes
"Hey there, Bret
I see you looking down
Don't want to see my little buddy there with a frown
Just because I get more women than you
Well, that's only because they don't know you like I do.
Sure, you're weedy and kinda shy
But some girlie out there must be needy for a weedy, shy guy.
They want you as they needle when they're rolling in the hay.
Just hear me out when I say,
Bret, you got it goin' on
The ladies get to know your sexuality
When they get to know your personality.
I said, Bret, you got it goin' on.
Not in a gay way
Just in a hey, mate,
I want to say that you're looking okay, mate.
Why can't a heterosexual guy tell a heterosexual guy
That he thinks his booty is fly?
Not all the time, obviously
Just when he's got a problem with his self esteem
Don't let anybody tell you you're not humpable
Because you're bumpable
Well, I hope this doesn't make you feel uncomfortable
If I say you've got a boom-ow-ow
Come on, Bret
Help me out now
Bret you got it goin' on.
(I got it goin' on)
That's the conclusion that I've come to
But that doesn't mean that I want to bum you.
Bret, you've got it goin' on
(got it goin' on)
No doubt about it
We'd be getting crazy
If one of us was lucky enough to be born a lady.
Oooh, if one of us was a lady
And I was your man, if I was your man
Well, sometimes it gets lonely
And I need a woman
And then I imagine you with some bosoms
In fact, one time when we were touring
And I was really lonely
And we were sharing that twin room in the hotel
I put a wig on you when you were sleeping
Put a wig on you
Ooh ooh ooh
And I just laid there and spooned you
Bret, you've got it goin' on",Yes
Uber's Market Debut Disappoints: Most Anticipated IPO Since Facebook A Dud,No
"Farewell to Princes' landing stage River Mersey fare thee well
I am bound for California, a place I know right well
So fare thee well my own true love
When I return united we will be
It's not the leaving of Liverpool that grieves me
But my darling when I think of thee
I have sailed with Burgess once before, I think I know him well
If a man's a sailor he will get along, if not then he's sure in hell
So fare thee well my own true love
When I return united we will be
It's not the leaving of Liverpool that grieves me
But my darling when I think of thee
Farewell to Lower Frederick Street, Anson Terrace and Park Lane
I am bound away for to leave you and I'll never see you again
So fare thee well my own true love
When I return united we will be
It's not the leaving of Liverpool that grieves me
But my darling when I think of thee
I am bound for California by way of stormy Cape Horn
And I will write to thee a letter, love, when I am homeward bound
So fare thee well my own true love
When I return united we will be
It's not the leaving of Liverpool that grieves me
But my darling when I think of thee",Yes
"You turn me off at the push of a button
And you pretend that I don't mean nothing
I'm not a saint, that's easy to tell
But guess what honey? you ain't no angel
You like to scream use words as a weapon
Well go ahead take your best shot woman
I wanna leave you, it's easy to see
But guess what honey it's not that easy
We get so complicated (complicated)
This finger's for our memories
So rip my pictures from your wall
Tear them down, and burn them all
Light the fire and walk away
There's nothing left to say, so
Take the ashes from the floor
Bury them to just make sure
That nothing more is left of me
Just bittersweet memories
I wanna run and escape from your prison,
But when I leave I feel something is missing.
I'm not afraid that's easy to tell,
This can't be heaven,
It feels like I'm in hell.
You're like a drug that I can't stop taking,
I want more and I can't stop craving.
I still want you it's easy to see,
But guess what honey?
You're not that good for me.
We get so complicated (complicated),
This finger's for our memories.
So rip my pictures from your wall,
Tear them down, and burn them all.
Light the fire and walk away,
There's nothing left to say, so,
Take the ashes from the floor,
Bury them to just make sure,
That nothing more is left of me,
Just bittersweet memories.
Just bittersweet memories.
We get so complicated (complicated),
This finger's for our memories.
We get so complicated.
So rip my pictures from your wall,
Tear them down, and burn them all.
Light the fire and walk away,
There's nothing left to say, so,
Take the ashes from the floor,
Bury them to just make sure,
That nothing more is left of me,
Just bittersweet memories.
There's nothing left to say.
There's nothing left to say.",Yes
"Bradford Freeman, Last Survivor Of Famed 'Band Of Brothers' Army Unit, Dead At 97",No
"We've been living together but it couldn't be forever
Why are you leaving me this way
I want to give you devotion, let me feel your emotion
Don't go away, you can make my day
You and me, a neverending scene
Don't wake me up, it's like a dream
You and me, it's gonna hold the key
We both feel to be free
You and me (you and me)
Who is getting hole of the key
(You and me) We both just need to be free
(You and me) What's a day without any fight
(You and me) What's a night when I can't hold you tight
Love is more than a game I feel inside
It is burning flame, awaking my pride
(You and me) Who is getting hole of the key
(You and me) We both just feel to be free.
You and me
Your desire is fading
I can't... but waiting
You're the only one for me
You're my only desire, feel the heat of the fire
'Cause I know you're the lover I need
You and me, it's the right temptation
Love is more than fascination
You and me eternally, we both feel to be free",Yes
Queen Guitarist Brian May Says COVID 'Beast' Is Still In His Body,No
Biden Considers Bringing In Commercial Airlines To Aid In Afghanistan Evacuation,No
Home Inspector Accused Of Sex Act With Client's Elmo Doll,No
"He used to sing his songs to his Sara Jane the folk singer
His songs filled with love made the mountains ring the folk singer
At first Sara Jane was to be his bride
But as his fame grew she was pushed aside
Sweet mountain girl would say goodbye to the folk singer
He let his hair grown long and he dressed in style the folk singer
His voice was pure and the fans went wild for the folk singer
He said Sara Jane was much too plain
So he left her alone as he gained more fame
But sorrow will come like the mountain rain to the folk singer
[ ac.guitar ]
Lavished in glory fortune at his feet the folk singer
Awoke one morning and he could not speak the folk singer
The doctors said his singing days were through
Thousands wept Sara Jane did too
He couldn't sing now his friends were few the folk singer
Sick at heart in the mountains again the folk singer
Now Sara Jane didn't look so plain to the folk singer
Ah the power of love can do strange things
Cause love has made him sing again
Now he sings for his Sara Jane the folk singer
And once again the mountains ring to the folk singer the folk singer
The folk singer the folk singer",Yes
"The foul smell of evil hangs over the moores
Where in a lonely hut witches dwell.
Repelling creatures ageless feared and fitted
With powers from the depths of hell.
Once a noble man a baron brother of the king himself
Visited the witches on a daark dark night.
He asked assist to gain the throne
He sold his soul to win a fight.
The days getting short and nights getting colder
winter has come, the sun is too weak
The forcees of night are now growing stronger
Searching for souuls for men blind with greed
Three witchees stand in a circle of evil
Tongues speaking words old and unknown
Call for a demon to serve in their daark spell
Fulfill what they owe to get what men own
I'll be king, I want the power, I will change my fate
Magic's on my side foreveer, so the witches say
Time is right to gane the throne, I'll take my brother down
I'll be king to rule the land, yes I'll take the crown
[Chorus:]
I've lost my soul
I've lost control
To the circle of witches
My life is black
There's no way back
From the circle of witches
circle of witches
circle of witches
circle of witches - never again
Lie in wait, prepared to fight, soon the king must come
Allied with the darkest powers, murder will be done
Loyal soldiers, stand for battle, bliinded are their eyes
Witchcraft takes away their sight, as we take their lives
I look at myself, a mirror of darkness
My mind it is drowned, a dark flood of hate
I owe too much to the powerrs of evil
I know I'm damned, sealed is my fate
For the gloom og gold and glory, I have sold my soul
Blackened aree the sunny days, the dark side takes control
Hell awaits as nightmares haunt me, demons in my head
Satan waits with patient joy, he'll greet me when I'm dead.",Yes
