Text,Type
"OBJECTIVE: Recent evidence suggests that ghrelin, a peptidic hormone stimulating food intake, interacts with the dopamine signaling. This interaction has been demonstrated to modulate several effects of ghrelin, such as locomotor activity, memory, and food intake. Ghrelin increases dopamine levels in the shell of the nucleus accumbens stimulating food intake, while ablation of the ghrelin receptor attenuates the hypophagia caused by the activation of dopamine receptor 2. However, it is not known whether the orexigenic action of ghrelin is due to changes in central dopamine receptors.MATERIALS AND METHODS: We used Sprague-Dawley rats injected with different dopamine receptor agonists, antagonists, and ghrelin.RESULTS: We demonstrate that the specific central blockade of dopamine receptor 1, 2, and 3 (D1, D2, and D3, respectively) reduces the orexigenic action of ghrelin. Similarly, specific central stimulation, either singly of dopamine receptor 1 or dopamine receptors 2 and 3 simultaneously, causes a significant decrease in ghrelin-induced food intake. Co-stimulation of all three receptors (D1, D2, and D3) also led to a marked attenuation in ghrelin-induced food intake. Importantly, the reduction in ghrelin-induced feeding was not caused by malaise or any type of behavioral alteration.CONCLUSION: Taken together, these data indicate that dopamine receptors play an important role in acute stimulation of feeding behavior induced by central injection of ghrelin.",Biology
"In the typical meroistic insect ovary, the oocyte nucleus synthesizes little if any RNA.  Nurse cells or trophocytes actively synthesize ribosomes which are transported to and accumulated by the oocyte.  In the telotrophic ovary a morphological separation exists, the nurse cells being localized at the apical end of each ovariole and communicating with the ooocytes via nutritive cords.  In order to determine whether the genes coding for ribosomal RNA (rRNA) are amplified in the telotrophic ovary of the milkweed bug Oncopeltus fasciatus, the percentages of the genome coding for ribosomal RNA in somatic cells, spermatogenic cells, ovarian follicles, and nurse cells were compared.  The oocytes and most of the nurse cells of O. fasciatus are uninucleolate.  DNA hybridizing with ribosomal RNA is localized in a satellite DNA, the density of which is 1.712 g/cm(-3).  The density of main-band DNA is 1.694 g/cm(-3).  The ribosomal DNA satellite accounts for approximately 0.2% of the DNA in somatic and gametogenic tissues of both males and females.  RNA-DNA hybridization analysis demonstrates that approximately 0.03% of the DNA in somatic tissues, testis, ovarian follicles, and isolated nurse cells hybridizes with ribosomal RNA.  The fact that the percentage of DNA hybridizing with rRNA is the same in somatic and in male and female gametogenic tissues indicates that amplification of ribosomal DNA does not occur in nurse cells and that if it occurs in oocytes, it represents less than a 50-fold increase in ribosomal DNA.  An increase in total genome DNA accounted by polyploidization appears to provide for increasing the amount of ribosomal DNA in the nurse cells.",Biology
"Rapid hematopoietic reconstitution following peripheral blood progenitor cell (PBPC) autotransplantation is thought to result from reinfusion of committed progenitor cells. This has raised concern that PBPC autografts might be rich in committed hematopoietic progentors responsible for early engraftment, but deficient in more primitive progenitors required for long-term hematopoietic reconstitution. The granulomonocytic colony-forming unit (CFU-GM) assay measures committed progenitors responsive to a single species of colony-stimulating activity such as granulocyte-macrophage colony-stimulating factor (GM-CSF), whereas the pre-CFU assay identifies more primitive progenitors by measuring interleukin-3 (IL-3) and kit ligand (KL) induced generation of secondary CFU-GM from CD34+, 4-hydroperoxycyclophosphamide resistant progenitors that require multiple cytokine stimuli. Paired bone marrow (BM) and PBPC samples from 17 breast and ovarian cancer patients participating in four separate clinical trials were compared in these assay systems. In seven of nine patients, PBPC autografts mobilized with cyclophosphamide rebound and G-CSF compared favorably with paired BM autografts in both committed and primitive progenitor capacity. Failure to mobilize substantial primitive progenitor cell numbers occurred in two of nine patients undergoing this mobilization regimen and could not have been predicted by either circulating CFU-GM or CD34+ cell number. Prior myelosuppressive treatment experiences reduced peripheral progenitor yields somewhat, but still allowed for the collection of PBPC autografts which compared favorably with BM autografts in total CFU-GM and Pre-CFU. Mobilization of PBPC with G-CSF or GM-CSF alone in patients who had received prior myelosuppressive therapies produced autografts which were relatively deficient in committed progenitors, but absolutely deficient in primitive progenitors. We conclude that optimization of patient characteristics and mobilization parameters can achieve PBPC autografts rich in both the primitive and committed hematopoietic progenitor cells.",Biology
"Well, this stripped my nerves raw, they got that right. I first rented this movie back in the 80's, when my friend opened a video store that carried every rare movie he could find. He also carried all the shock, horror, and exploitation movies he could dig up, and I went through almost of all them. Previously I had seen Blood Feast and 2000 Maniacs, and the Wizard of Gore. They were gruesome (especially for the time period), and the Wizard of Gore got pretty nasty. The Gore-Gore Girls, however, was the one I remember as being the most disgustingly gory.<br /><br />I rented it on DVD a little while ago because I wanted to hear the commentary, and thought it might have some cool dancing and clothes. I forgot that it was made in the early 70's, so fashion had kind of gone downhill by then. I also realized this was a movie I didn't really need to see more than once. It had amusing parts, but gaaaah! It was much more disgusting than I remembered. I'm very jaded to movie gore but a couple of times I just got too grossed out and had to look away. This wasn't a good choice of movie to put on DVD all crisp and cleaned up with better sound and picture quality. The commentary is amusing in parts, and interesting (I think HG said the budget was $6100.00) Maybe HG Lewis wasn't feeling well that day, but he sounded tired overall and also had the nerve to get offended when the interviewer from Something Wild compared him to Ed Wood Jr. Sorry pal, but you're not exactly Martin Scorsese yourself.<br /><br />The extremely thin plot is about a series of murders of topless go-go dancers in strip clubs. A cute reporter and a really unattractive private detective team up (sort of-he can't seem to stand her) to try to solve the crimes. Henny Youngman owns a strip club. A bunch of really ugly murders happen.<br /><br />I'm going to apologize in advance because I don't want to sound like I need to lighten up, but this movie was so misogynistic it p***ed me off more than ""Company of Men"". Mainly because the main character's and the director's extreme dislike for females- and the audience- just oozes from every frame. It's not just the murders. The highly unattractive detective goes out of his way to treat the female reporter like dog dirt at every opportunity, for no apparent reason, (he's not exactly a threat to George Clooney, like I said) and she still follows him around like a puppy. She faints upon seeing a horribly mutilated body and he looks distastefully at her, then pours cold soda from a can onto her face to wake her up. Later he calls the police to report the crime- ""No...no hurry...she just seems to have...lost face."" This guy is THE HERO. You can imagine how the other characters feel about women. I could go on and on but you get the idea. Please note that I am making this movie sound much more politically correct (and much more fun) than it actually is.<br /><br />Most of the cast are the type of actors you pray will never take their clothes off- not too easy on the eyes, so don't watch the movie just to see the nudity unless you're not too picky. The go-go dancers all look like they desperately want to have the scene end so they can get their $10 or whatever the going rate HG paid them was and get their drug fix. OK, it's not quite that bad, there was one dancer that looked like she might have been a pro and also one other cool dancer with a huge afro that didn't look as miserable as the rest, but still not too thrilled. The only slightly entertaining things were a couple moments of brief unintentional humor, such as when a policemen in charge at a murder scene angrily yells ""Get outta here before I have you all arrested!"" not to a bunch of reporters but to some other policeman calmly going about their work (they mutter and stroll off, though). Henny Youngman is kind of funny though, like Lewis says, he said his lines so fast that they almost needed subtitles (I'm sure he was trying to get the whole day over in a hurry so he could get paid and get the hell out of there, though he doesn't look like he minded watching some naked chicks).<br /><br />Might be worth seeing just out of morbid curiosity- for the era the movie was made, it was probably the most gruesome thing on film at the time- or if you're really big HG Lewis fan and find him or low-budget film-making by anyone fascinating. Otherwise, if you've seen it once, you've seen it and can move on to other disgusting but much more entertaining low-budget movies from the early 70's...this movie doesn't even come close to, say, ""Pink Flamingos"" when it comes to the skip-the-popcorn factor. If you've never seen an HG Lewis movie, I recommend you try ""Blood Feast"" first instead, you'll have a much better time.<br /><br />",Non-Biology
"It is likely that phylogroup 2 lyssaviruses circulate within bat reservoirs. We adapted a pseudotype (pt) neutralisation assay (PNA) to a multiplex format enabling serosurveillance for Lagos bat virus (LBV), Mokola virus (MOKV) and West Caucasian bat virus (WCBV) in a potential reservoir, the African straw-coloured fruit bat, Eidolon helvum. Highly correlated titres were observed between single and multiplex PNAs using ptLBV and ptMOKV (r=0.97, p<0.0001), validating its use for bat serosurveillance. Of the bat serum samples screened 56% neutralised ptLBV, 27% ptMOKV and 1% ptWCBV. Mean VNAb titres were 1:266, 1:35 and 1:7 against ptLBV, ptMOKV and ptWCBV respectively. The high seroprevalence estimates suggest that the infection rate of LBV in E. helvum remains high enough to persist in this species. This supports the hypothesis that LBV is endemic in Ghanaian E. helvum and we speculate that LBV may have co-evolved with African megachiroptera.",Biology
"This movie was such a waste of my money. it was disgusting as well as disturbing. honestly, i would never recommend this movie to anyone. who thinks of a movie where a girl blows her dog?? seriously... it was a waste of my time. i kept watching the movie, hoping it would get better and a plot would emerge but that never happened. i'd rate the movie an F-. This movie should have been rated R for its disturbing nature. I would never let children of any age see this movie. this movie sucks. this movie is horrible. this movie was a waste of my time. i could have spent the night doing some worth my time instead of renting this movie. this movie was a waste of gas money to get to the store and definitely a waste of two dollars to watch it. pretty much, no one should watch this movie. this movie should be banned and burned.",Non-Biology
"I speak badly of G.I.J.:T.M. mostly because I think it lacked something that G.I. Joe had. Yes It had something that G.I. Joe didn't have like celebrity cameos by Don Johnson, and Burgess Meredith but I think G.I. Joe: The Movie lacked the passion for the characters that the G.I. Joe TV series had. Most of the voice over artists really sounded like they were dead pan and they were going to die at anytime now. It's a good movie but I wouldn't say that it was the greatest movie in the world I.M.H.O. :)<br /><br />Although violence is what G.I. Joe was built on I'd say that Serpentor striking Duke in his chest wasn't the very best way for Charlie Adler's character to go out. Neither was seeing Golobulus remind Cobra Commander why he was chosen to lead the Cobra forces and then being horribly mutated after he failed to deliver what Cobra-La felt was rightfully theirs.<br /><br />It wasn't the best way for the G.I. Joe series to go out but it's better than nothing. :)",Non-Biology
"Impressive vision indeed, and some hot chicks with swords flying around, oh and those hypnotic Chinese violins too... Let me think, ""Crouching Tiger, Hidden Dragon""?<br /><br />I kinda liked CTHD, with its down-to-earth simplicity and well developed characters, that still left enough room for you to enjoy the vision without having to think about the DEEEPAA Meaning of it.<br /><br />""Hero"" on the other hand is painfully pretentious and demanding both visually and conceptually. The larger-than-life moral was horrible. I mean, sacrifice your life, sacrifice your beliefs, sacrifice your love so that your mighty nation can succeed???? WTF??<br /><br />No, thanks.<br /><br />But, hay, Mao and G.W.B. would be proud!<br /><br />Viva",Non-Biology
"A bacterium was isolated by elective culture with p-hydroxybenzoate as substrate and nitrate as electron acceptor. It grew either aerobically or anaerobically, by nitrate respiration, on a range of aromatic compounds. The organism was identified as a pseudomonad and was given the trivial name Pseudomonas PN-1. Benzoate and p-hydroxybenzoate were metabolized aerobically via protocatechuate, followed by meta cleavage catalyzed by protocatechuic acid-4,5-oxygenase, to yield alpha-hydroxy-gamma-carboxymuconic semialdehyde. Pseudomonas PN-1 grew rapidly on p-hydroxybenzoate under strictly anaerobic conditions, provided nitrate was present, even though protocatechuic acid-4,5-oxygenase was repressed. Suspensions of cells grown anaerobically on p-hydroxybenzoate oxidized benzoate with nitrate and produced 4 to 5 mumoles of CO(2) per mumole of benzoate added; these cells did not oxidize benzoate aerobically. The patterns of the oxidation of aromatic substrates with oxygen or nitrate by cells grown aerobically or anaerobically on different aromatic compounds indicated that benzoate rather than protocatechuate was a key intermediate in the early stages of anaerobic metabolism. It was concluded that the pathway for the anaerobic breakdown of the aromatic ring is different and quite distinct from the aerobic pathway. Mechanisms for the anaerobic degradation of the benzene nucleus by Pseudomonas PN-1 are discussed.",Biology
"Versatility in test-objects for ultrasonic Doppler units is desirable. The test-object described comprises a thin-walled plastic tube embedded in tissue-mimicking material. Blood is simulated using a mixture of water and glycerol with sephadex particles to act as scatterers. The test-object is suitable for use with a wide range of Doppler units which employ pulsed and continuous ultrasound in the frequency range 1 to 10 MHz. Calibration of several types of Doppler and imaging duplex systems has been performed for flow velocities up to 100 cm/s through a 10 mm tube. Above this velocity, for this tube dimension, turbulence occurs prevents the accurate measurement of flow velocity. The versatility of the test-object is further enhanced by the feasibility of manufacturing vessels of different shape and size. Slow flow through the tissue equivalent material may also be detected.",Biology
"In necropsies of 165 patients with malignant haemoblastoses, infiltrates in the pituitary were found in 38 cases (23%). The most frequent occurrence was found in lymphoblastic leucosis (33.3%) and in non-Hodgkin lymphomas (29%). Hypophyseal manifestations were found in 21% for myoblastic leucosis and in 5.5% in case of Hodgkin lymphomas. As regards the location, the capsula showed an affection of 55.2%, the anterior and posterior lobes together one of 21.1%, the neurohypophysis one of 15.8% and the anterior lobe one of 7.9%. There are different opinions with regard to the development: exclusively metastatic processes or local formation of the infiltrates. The latter opinion is favoured by the frequent detection of cells of exemplary haemopoiesis between the Dorsum sellae and the outer layer of the hypophyseal capsule (Stratum periostale) in patients without haemoblastosis as well as by the fact that in half of the patients the clinical picture of meningosis leucotica only developed in the stage of haematological full remission, that is, when there were no longer any blastomatous cells in the blood.",Biology
"BACKGROUND: Patients who present with stage IV gastric cancer are not commonly managed with surgical resection as effective palliation can usually be accomplished with systemic chemotherapy, endoscopic stenting, or surgical bypass procedures. Given the inherent morbidity and mortality associated with gastrectomy, palliative resection for stage IV gastric cancer should be reserved for ideal surgical candidates who are most likely to benefit from the procedure. The purpose of this study is to review outcomes following resection for stage IV gastric cancer, and to identify criteria predictive of improved outcomes following gastrectomy in this setting.METHODS: A retrospective review of a prospective GI oncology database was conducted. Sixty-three patients with stage IV gastric cancer managed with surgical resection between 1989 and 2001 were identified. Variables including demographic data, patterns of distant spread (ex: peritoneal, lymphatic, hematogenous), location of tumor, and type of gastrectomy were utilized to conduct survival analyses.RESULTS: Actuarial survival for all patients at one and 3-year intervals was 52% and 12%, respectively. Improved survival was observed for patients of East Asian race (median survival 20 vs. 12 months, P < 0.05, students t-test) and age less than 60 years (median survival 15 vs. 12 months, P < 0.05). This trend was also illustrated by Kaplan-Meier survival analysis. Other variables including pattern of distant spread, location of tumor, and type of gastrectomy were not associated with a significant difference in survival. Both East Asian race and age less than 60 years were statistically significant predictors of improved survival when assessed by univariate regression analysis. When variables were analyzed in a multivariate regression analysis, Asian race and age <60 both lost their statistical significance as independent predictors of improved survival.CONCLUSIONS: Long-term survival for patients with stage IV gastric cancer who are managed with surgical resection is achievable. Patient specific variables including East Asian race and age less than 60 years appear to be associated with prolonged survival when assessed by comparison of means, Kaplan-Meier analysis, and univariate regression analysis. However, multivariate regression analysis failed to demonstrate these factors as independent predictors of improved outcome. In conclusion, highly selected acceptable risk surgical candidates with stage IV gastric cancer should be considered for management with surgical resection in clinically appropriate scenarios.",Biology
"Dysregulation of apoptosis is involved in a wide spectrum of disease ranging from proliferative to neurodegenerative disorders. The recently discovered X-linked inhibitor of apoptosis protein (XIAP) is among the most potent inhibitors of apoptosis. This protein binds to and inhibits both initiator caspases and effector caspases such as caspase-3. The aim of this study was to investigate the relationships between XIAP-breakdown, caspase activation in the development of delayed infarct upon ischemia. We demonstrated that endogenous XIAP is cleaved at least into two fragments during reperfusion following the ischemic insult. The two fragments produced seem to be related to caspase-3 and mu-calpain activities, which are massively enhanced in tissues challenged by ischemia. Therefore, degradation of XIAP by mu-calpain in our system may decrease the activation threshold of caspase-3 normally held in check by the IAPs and/or lead to auto-activation of other caspases.",Biology
"No artful writeup here because it doesn't deserve one. Not an art film. Not even one of those 'hidden' gems. You know, like those movies you hear about through a friend who saw this amazing movie downtown where they show all the good independents and art films.<br /><br />Just pack it into the christmas boxes, and dispose of quickly.",Non-Biology
"I'm not sure if users ought to be allowed to review films after only sitting through half, but I'm afraid I just couldn't stand another minute.<br /><br />If this abject excuse for a film doesn't have the late, great GP spinning like a wheel in his grave, then I doubt anything will.<br /><br />The excellent review above 'Not a film for Parsons fans' sums up most of my feelings. How dare a (second rate) director and writer attempt something to which they're so clearly incapable of delivering. What were they thinking? Where to start?<br /><br />THE SCRIPT: I thought I'd be getting a slice of bittersweet Americana. What I got was poorly executed slapstick with no cliché left unturned. Stupid hippy? Check. Stupid fat cop? Check. Awful plot contrivances? Check. Embarrassingly written female characters? Double check. Total disregard for the story which you're trying to portray? Check.<br /><br />After a while, you realize that what you're watching is a soap and not a very well written one at that. Scene with Knoxville. Scene with Ex girlfriend. Scene with Knoxville which hasn't moved on much. Scene with Ex girlfriend which was a bit like the last one. And so on...<br /><br />THE DIRECTION: My friends and I decided, after some consideration, that watching this was like watching a bad episode of Quincy, or maybe a particularly poor Dukes of Hazzard. That's how bad the direction was. Terrible jump cuts, awful camera work, clunky ins and outs to scenes. God, it was cringeworthy. And then I discovered the director was an Irishman who's most noteworthy recent work is a really lousy BBC Sunday night drama called Monarch of the Glen (trust me, it's lowest common denominator TV). And then it all made sense...<br /><br />THE ACTING: Are we now so critical that when some random guy from the TV decides to give acting a go, if he's not so bad, he stinks, we applaud his efforts? Knoxville JUST ABOUT manages to get through every scene. Poor Christina A. has no such luck. Her performance is a car crash (though what you do with those lines, I don't know). The 'hippy' in the hearse: oh dear, oh dear, oh dear. Have we not moved on since Cheech and Chong?<br /><br />I could go on, but I think you get my drift. What I would say is that, as other reviews have mentioned, no one on this film clearly gives a flying damn for The Byrds, The Flying Burrito Brothers or Gram's solo work. They knew nothing about the American road movie and they certainly give a damn about trying to do anything with an admittedly decent story from rock mythology. This film was shallow, failed to explore anything and was jaw droppingly unfunny from beginning to...oh wait, I didn't quite make the end. And I suggest you stay away too.",Non-Biology
"Impulse activity has been reported in neuronal dendrites in several regions of the central nervous system, where it is believed to assist in boosting transmission of signals from remote dendritic sites to the cell body. We have studied this activity in the dendrites of mitral cells in an isolated preparation of the turtle olfactory bulb. Intracellular recordings have been obtained from mitral cells responding to single volleys in the olfactory nerves or lateral olfactory tract. In addition to the large somatic spike, a small fast prepotential (FPP) was present in nearly all cells in response to an orthodromic volley in the olfactory nerves, but it was never seen in antidromic responses from the lateral olfactory tract. Collision tests using antidromic and orthodromic volleys showed that the EPP does not propagate into the axon. Hyperpolarizing current injections caused delay and blocking of the soma spike with little effect on the FPP response. These and other tests provided evidence to localize the EPP in the dendrites and to distinguish it from injury potentials and from spikes in the axon hillock or axonal initial segment. These results suggest that one function of the impulse in mitral cell dendrites is the classical one of boosting transmission of synaptic responses from the glomerular tuft to the cell body. In addition, it si well established that mitral cell dendrites are presynaptic to the dendrites of interneurons within the bulb and that these connections provide pathways for recurrent inhibition of the mitral cells. It therefore appears that the dendritic impulse in mitral cells acts as a booster for local dendritic synaptic output. These results provide further evidence for the multiple state-dependent input-output functions of cells with presynaptic dendrites.",Biology
"Before hitting international acclaim with The Silence of the Lambs, director Jonathan Demme cut his teeth making quirky comedies. This was one of them and like quite a few Oscar winning American comedies I could mention, it has a fine concept, is well paced, has great performances, a complicated romance. but it just simply isn't very funny. Pfeiffer is mob widow who moves to the city backwaters after her husband (Baldwin) is murdered. The crime boss who killed him (Stockwell) takes a fancy to Pfeiffer, his wife (Reuhl) is furious and to complicate matters Pfeiffer also falls for the cop who is trailing her. All of this should have been a laugh a minute. Pfeiffer, sporting a hefty wig is excellent as the widow, as is the hyperactive Ruehl and Modine is good too as the nice cop. But the script is simply devoid of one-liners, wit, humour or punch lines of the verbal or physical kind that this kind of film demands. The result is it raises smiles at best rather than guffaws. It oozes charm, but is tediously short on humour.",Non-Biology
"""Bon Voyage"" has the fast pace that in some ways reminds me of the Indiana Jones/Star Wars films -- it's as if you're on a fast train or roller coaster.<br /><br />It's billed as a romance, mystery, thriller, and farce; it's all of that and more including candid observations on the reactions of French society during the Nazi invasion at the start of WWII. And it's also an exhibition of juggling that involves 7 main characters. The scenes all seemed historically accurate (to my eyes) and gave an excellent feeling for the period.<br /><br />All of the actors were well cast and gave great performances but IMO the most superb was that by Isabelle Adjani who played the role of an opportunistic, self-centered French movie star; not only did she quite convincingly play the role of a young actress perhaps half her age but she also played her amorous wiles convincingly yet in such a way that the audience sees she's only half serious and more complex as a person than just a gold digger. Her character and energy propel the film through from beginning to end. It wasn't until I read Roger Ebert's review that I discovered she was 48 years old at the time of the film. What beauty!!<br /><br />I appreciated the ending -- it's satisfying but lets you write your own conclusion as to what happens to the main characters. <br /><br />As another User Commenter observed -- do NOT arrive late; you need to be there from the opening scene. Good advice.<br /><br />I gave it 9 of 10.",Non-Biology
"This is a beautiful movie that is wonderfully acted by all players. It will make you laugh and it will make you cry. The very end of the movie gets me to mist up every time. If you want to see a great movie, this is it. Jimmy Stewert supplies a wonderfully witty performance and Frank Morgan as Mr. Matuschek is spellbinding. Morgan's diversity of character is nothing short of amazing. William Tracy as Pepi is terrific comic relief and delivers some of the movies most important lines and performances. Felix Bressart delivers a fantastic performance as Perovitch, a stumbling bumbling shop worker who's life's ambition is to please those he works with. It is a simple story of how close co-workers can become and how two people who have great animosity towards each other fall in love though unusual circumstances.",Non-Biology
"This is one of those westerns that, well, stands practically alone in the unrelieved quality of its dialog. Very few can hold up to it over the long haul. That said, the rest is pretty bad. Nevertheless I am giving it an eight because there is no other western with such consistently good dialog with maybe the exception of The Wild Bunch, Junior Bonner, and perhaps a few more. <br /><br />It is riddled with weaknesses, John Drew Barrimore the most glaring. However it does have one truly memorable scene. Nothing like it. Its right after Kid Wichita kills the sheriff, and goes to Jack Elams place trying to goad him into a fight. Wonderful stuff. Right up with the best in any western.",Non-Biology
"It is well established that 14-3-3 proteins are key regulators of multiple stress signal transduction cascades. However, the biological functions of soybean 14-3-3 proteins, especially in plant drought response, are not yet known. In this study, we characterized a Glycine soja 14-3-3 gene, GsGF14o, which is involved in plant development and drought response. GsGF14o expression was greatly induced by drought stress, as evidenced by the quantitative real-time PCR and â-glucuronidase (GUS) activity analysis. GsGF14o overexpression in Arabidopsis thaliana resulted in decreased drought tolerance during seed germination and seedling growth. Furthermore, silencing of AtGF14µ, the most homologous 14-3-3 gene of GsGF14o, led to enhanced drought tolerance at both the seed germination and seedling stage. Unexpectedly, GsGF14o transgenic lines showed reduced water loss and transpiration rates compared with wild-type plants, which was demonstrated to be the consequence of the decreased stomatal size. At the same time, the smaller stomata due to GsGF14o overexpression led to a relatively slow net photosynthesis rate, which led to a growth penalty under drought stress. We further demonstrated that GsGF14o overexpression caused deficits in root hair formation and development, and thereby reduced the water intake capacity of the transgenic root system. In addition, GsGF14o overexpression down-regulated the transcript levels of drought-responsive marker genes. Finally, we also investigated the tissue-specific accumulation of GsGF14o by using a GUS activity assay. Collectively, the results presented here confirm that GsGF14o plays a dual role in drought stress responses through its involvement in the regulation of stomatal size and root hair development.",Biology
"The charm of Otto Preminger's grandiose, visionary film noir is that it has ambiguous intentions, betraying the gloomy essence of the central character, who is still vexed by living in the shadow of his criminal father. Dana Andrews' driven, vindictive cop is shown as an outsider, irrational and destructive, who maybe can change because he might've found a good woman to look after him. The troubled man reclaims himself with his own tangled impression of rectitude. The distressing mood permanently circuited into the latter half of the story by screenwriter Ben Hecht reverberates in Andrews' tense performance as Preminger saturates the film in a relevantly prosaic substance of style. We don't just see and hear the city at night; we feel it because Preminger lets us see and hear even the most peripheral and distant factors of it.<br /><br />Dana Andrews furnishes a complex character unfolded through his streaks of violence and the hatred that always infests him. As the plot develops, he is secretly entangled in situational snares, yet he is renewed by the outward acts that can be seen in the vintage noir protagonist's visceral facial expressions before he executes them.<br /><br />This reflection of a specific phase in the development of the genre is an engrossing, feral and shady film noir that is set in the double-dealing climate of the underworld, where the hero is so estranged that he is always swelling with rage, and even though he loses his rational resistance, occupational principle, and ethical limits, he's still a good cop. Preminger just winks at telling a social-conscience drama about a corrupted community within the sprawling cityscape, rather keeping the thriller riding on Andrews' shoulders as an existential journey of personal ramifications about a man with an Oedipal fixation who is becoming disconnected though with the ever-shrinking influences of the law on his side and an undying perception of right and wrong.<br /><br />The production companies in the early 1950s pussed out on the social-problem picture, and rather made ""low-budget, low-risk thrillers"" such as this, apparently in an attempt to evade the conniptions of conservative critics and social busybodies. But there is an expressionistic matter-of-factness to Preminger's inimitable approach. He injects each scene with a sense of everyday drama as a backdrop for the plot. Each supporting character must pull their own weight by doing something interesting, but none of them are cartoons or depressing comic reliefs. To him, every character thinks they're the star, as per the straight-from-the-shoulder self-assertion of Karl Malden as a missionary police inspector and a veteran waitress at a lunch counter. It is those who are the stars---Andrews and Gene Tierney, both anguished by their futile attempts to subdue their emotional intensity---who don't want to be.",Non-Biology
"I was truly looking forward to this title. It sounded and looked fun. The idea of someone making a cheesy 50s monster movie could have been worth a few laughs, but instead this title only bores. First off, there is almost no Froggg in the entire movie which is the biggest disappointment. I have to sit through 75+ minutes of lame drama and dialog to get a few glimpses of the Froggg humping a bare breasted chick. Why? On top of that the film lacks any sort of fun plot. I mean give me something thats a bit more interesting than just a bunch of talking heads. I wanted to see some hot chicks search for the creature in the swamp, I wanted to see some cuties dragged off to his lair in desperate need of rescue (Creature from the Black Lagoon stuff), I wanted to see a few goofy action scenes of the Froggg going on a killing spree, or it maybe escaping a silly trap. Something exciting! Geez, have fun with it, be creative! Who wants to sit through endless and tiring dialog scenes in a creature flick? My advice to the filmmakers: Keep going, your concepts are good, but your execution needs to be a lot more inspired. Have some fun with the creature, put the humor in the action and most important...put more creature in a creature movie!!!",Non-Biology
"There is really no way to compare this motion picture to any other movie because no one has ever made anything like it and no one ever will. And it really should be seen in a theater to be fully appreciated. At the very least it deserves to be seen with a great sound system.<br /><br />I saw this movie on the day it opened in 1968, my senior year in high school. I went because I like science-fiction and wanted to see a ""space"" movie. Remember this film was made before the first moon landing.<br /><br />There we sat, waiting for it to begin. But, SURPRISE! There was no cartoon, no coming attractions. The theater owner at the Cooper Theatre for some reason chose to play ""The Star-Spangled Banner"" with the lights still up so we all stood, never did that at a movie before or since and then sat down again as it ended. Then the theatre went completely DARK and the strange overture began with the blank screen barely visible.<br /><br />The overture ended and my seat began to VIBRATE as the blue screen with the MGM lion appeared, along with the first deep bass notes, and then my senses were overwhelmed, hearing ""Also Sprach Zarathustra"" for the first time in my life. The ride had just begun.<br /><br />(I highly recommend you watch this opening, this film, in a DARK room with your subwoofer turned up as high as possible to get the effect I felt in that theatre.) Of course, it took quite awhile before we got to outer space and the movie that followed was anything but a science-fiction movie. INTERMISSION came (a good thing, highly under-rated and unused these days) and we all looked at each other in wonder, caught our breath, and then the ride resumed, wilder than before.<br /><br />I saw it 7 more times within the next year, always in a real full size theater, like all theaters were before multiplexes. I might have been ""high"" once but I didn't go to see it again and again because I was ""tripping"". I went because I knew I was seeing a work of art. It was SO DAMN BEAUTIFUL; the sound that you could feel in your bones followed by terrifying silence; the sights unimagined and unimaginable; the affection for HAL turning to terror. And of, course, WTF was Kubrick really trying to get across to me? Years and years and many more viewings later, I understand it as well, I think, as I ever will. Read someone else's comments if you're looking for someone to explain it to you or search around the web, you'll find ""explanations"", that's not my purpose in writing these comments.<br /><br />What I hope to do is encourage you to watch it patiently, enjoy it's beauty the way you would enjoy watching a sunset while listening to the most beautiful music you know of (e.g, Gayne Ballet Suite or the Blue Danube); savor it like you would a wonderful meal, sip it like a fine wine; look and listen for the clues and the hidden symbols that ARE there. And then draw your own conclusions. Stanley Kubrick WANTED to SHARE some things with you that he found beautiful and he wanted you to think about where you. a human, came from and where you're headed.<br /><br />If that's too much work for your brain, and you can't see and hear and ponder the beauty and mystery of Kubrick's film, then, pardon my bluntness, but your life is about as meaningful as that of a tapir or a pre-monolith ape. If you want mindless escape, this isn't for you.<br /><br />But if you like sunsets, thunderstorms, harmonies in music, mysteries, and sensuality and can have an open mind this film will add something to your life.",Non-Biology
"A novel series of indazole non-steroidal glucocorticoid receptor agonist has been discovered. This series features a sulfonamide central core and meta amides which interact with the extended ligand binding domain. This series has produced some of the most potent and least lipophilic agonists of which we are aware such as 20a (NFêB pIC(50) 8.3 (100%), clogP 1.9). Certain analogues in this series also display evidence for modulated pharmacology.",Biology
